test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
821,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_StandardTickUnitSource_getCeilingTickUnit_0_basic.dot,1,1,Constant,1.,1.
822,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_StandardTickUnitSource_getLargerTickUnit_0_basic.dot,1,1,Constant,1.,1.
823,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_StandardTickUnitSource_hashCode_0_basic.dot,1,1,Constant,1.,1.
824,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_StandardTickUnitSource_<init>_0_basic.dot,1,1,Constant,1.,1.
825,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SubCategoryAxis_addSubCategory_0_basic.dot,2,2,Constant,2.,2.
826,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SubCategoryAxis_draw_0_basic.dot,3,3,Constant,3.,3.
827,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SubCategoryAxis_drawSubCategoryLabels_0_basic.dot,14,161,Exponential,2768.69*1.3800000000000001^n,2.67 + 0.01*0.8300000000000001^n + 4.71*1.02^n + 1.8800000000000001*1.22^n + 1.42*1.27^n + 2768.69*1.3800000000000001^n
828,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SubCategoryAxis_equals_0_basic.dot,7,7,Constant,7.,7.
829,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SubCategoryAxis_getMaxDim_0_basic.dot,3,3,Exponential,4.18*2.^(0.25*n),1. + 4.18*2.^(0.25*n)
830,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SubCategoryAxis_getSubLabelFont_0_basic.dot,1,1,Constant,1.,1.
831,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SubCategoryAxis_getSubLabelPaint_0_basic.dot,1,1,Constant,1.,1.
832,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SubCategoryAxis_<init>_0_basic.dot,1,1,Constant,1.,1.
833,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SubCategoryAxis_readObject_0_basic.dot,1,1,Constant,1.,1.
834,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SubCategoryAxis_reserveSpace_0_basic.dot,5,8,Constant,8.,8.
835,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SubCategoryAxis_setSubLabelFont_0_basic.dot,2,2,Constant,2.,2.
836,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SubCategoryAxis_setSubLabelPaint_0_basic.dot,2,2,Constant,2.,2.
837,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SubCategoryAxis_writeObject_0_basic.dot,1,1,Constant,1.,1.
838,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_autoAdjustRange_0_basic.dot,11,22,Constant,22.,22.
839,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_<clinit>_0_basic.dot,1,1,Constant,1.,1.
840,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_draw_0_basic.dot,3,4,Constant,4.,4.
841,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_drawGridBands_0_basic.dot,3,3,Constant,3.,3.
842,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_drawGridBandsHorizontal_0_basic.dot,5,10,Exponential,11.44*2.^(0.33*n),0.67 + 7.3500000000000005*1.26^n + 11.44*2.^(0.33*n)
843,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_drawGridBandsVertical_0_basic.dot,6,15,Exponential,17.16*2.^(0.33*n),1. + 8.97*1.26^n + 17.16*2.^(0.33*n)
844,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_equals_0_basic.dot,7,7,Constant,7.,7.
845,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_getGridBandAlternatePaint_0_basic.dot,1,1,Constant,1.,1.
846,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_getGridBandPaint_0_basic.dot,1,1,Constant,1.,1.
847,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_getSymbols_0_basic.dot,1,1,Constant,1.,1.
848,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_<init>_0_basic.dot,1,1,Constant,1.,1.
849,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_isGridBandsVisible_0_basic.dot,1,1,Constant,1.,1.
850,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_readObject_0_basic.dot,1,1,Constant,1.,1.
851,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_refreshTicks_0_basic.dot,3,3,Constant,3.,3.
852,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_refreshTicksHorizontal_0_basic.dot,11,98,Exponential,313.67*1.43^n,0.99 + 0.05*1.02^n + 6.25*1.2^n + 15.18*1.29^n + 10.5*1.31^n + 42.56*1.33^n + 132.32*1.3900000000000001^n + 329.42*1.42^n + 313.67*1.43^n
853,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_refreshTicksVertical_0_basic.dot,11,98,Exponential,313.67*1.43^n,0.99 + 0.05*1.02^n + 6.25*1.2^n + 15.18*1.29^n + 10.5*1.31^n + 42.56*1.33^n + 132.32*1.3900000000000001^n + 329.42*1.42^n + 313.67*1.43^n
854,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_selectAutoTickUnit_0_basic.dot,1,1,Constant,1.,1.
855,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_setGridBandAlternatePaint_0_basic.dot,2,2,Constant,2.,2.
856,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_setGridBandPaint_0_basic.dot,2,2,Constant,2.,2.
857,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_setGridBandsVisible_0_basic.dot,2,2,Constant,2.,2.
858,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_valueToString_0_basic.dot,2,2,Constant,2.,2.
859,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_SymbolAxis_writeObject_0_basic.dot,1,1,Constant,1.,1.
860,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Tick_clone_0_basic.dot,1,1,Constant,1.,1.
861,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Tick_equals_0_basic.dot,7,7,Constant,7.,7.
862,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Tick_getAngle_0_basic.dot,1,1,Constant,1.,1.
863,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Tick_getRotationAnchor_0_basic.dot,1,1,Constant,1.,1.
864,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Tick_getText_0_basic.dot,1,1,Constant,1.,1.
865,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Tick_getTextAnchor_0_basic.dot,1,1,Constant,1.,1.
866,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Tick_<init>_0_basic.dot,3,3,Constant,3.,3.
867,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Tick_toString_0_basic.dot,1,1,Constant,1.,1.
868,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickType_<clinit>_0_basic.dot,1,1,Constant,1.,1.
869,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickType_equals_0_basic.dot,4,4,Constant,4.,4.
870,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickType_<init>_0_basic.dot,1,1,Constant,1.,1.
871,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickType_readResolve_0_basic.dot,3,3,Constant,3.,3.
872,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickType_toString_0_basic.dot,1,1,Constant,1.,1.
873,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnit_compareTo_0_basic.dot,4,4,Constant,4.,4.
874,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnit_equals_0_basic.dot,5,5,Constant,5.,5.
875,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnit_getMinorTickCount_0_basic.dot,1,1,Constant,1.,1.
876,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnit_getSize_0_basic.dot,1,1,Constant,1.,1.
877,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnit_hashCode_0_basic.dot,2,2,Constant,2.,2.
878,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnit_<init>_0_basic.dot,1,1,Constant,1.,1.
879,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnits_add_0_basic.dot,2,2,Constant,2.,2.
880,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnits_clone_0_basic.dot,1,1,Constant,1.,1.
881,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnits_equals_0_basic.dot,3,3,Constant,3.,3.
882,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnits_get_0_basic.dot,1,1,Constant,1.,1.
883,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnits_getCeilingTickUnit_0_basic.dot,1,1,Constant,1.,1.
884,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnits_getLargerTickUnit_0_basic.dot,2,2,Constant,2.,2.
885,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnits_<init>_0_basic.dot,1,1,Constant,1.,1.
886,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnits_size_0_basic.dot,1,1,Constant,1.,1.
887,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_TickUnit_valueToString_0_basic.dot,1,1,Constant,1.,1.
888,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_calculateAnchorPoint_0_basic.dot,5,5,Constant,5.,5.
889,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_centerRange_0_basic.dot,1,1,Constant,1.,1.
890,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_<clinit>_0_basic.dot,1,1,Constant,1.,1.
891,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_clone_0_basic.dot,1,1,Constant,1.,1.
892,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_drawAxisLine_0_basic.dot,19,1620,Constant,1620.,1620.
893,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_drawTickMarksAndLabels_0_basic.dot,19,1548,Exponential,279390.26*1.49^n,0.09 + 0.16*1.02^n + 0.17*1.04^n + 1.1300000000000001*1.09^n + 39.69*1.2^n + 1868.17*1.29^n + 863.0600000000001*1.37^n + 279390.26*1.49^n
894,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_equals_0_basic.dot,18,28,Constant,28.,28.
895,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_findMaximumTickLabelHeight_0_basic.dot,4,4,Exponential,3.56*1.22^n,0. + 0.02*0.72^n + 0.48*1.06^n + 3.56*1.22^n
896,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_findMaximumTickLabelWidth_0_basic.dot,4,4,Exponential,3.56*1.22^n,0. + 0.02*0.72^n + 0.48*1.06^n + 3.56*1.22^n
897,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_getAutoRangeMinimumSize_0_basic.dot,1,1,Constant,1.,1.
898,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_getAutoTickIndex_0_basic.dot,1,1,Constant,1.,1.
899,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_getDefaultAutoRange_0_basic.dot,1,1,Constant,1.,1.
900,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_getDownArrow_0_basic.dot,1,1,Constant,1.,1.
901,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_getFixedAutoRange_0_basic.dot,1,1,Constant,1.,1.
902,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_getLeftArrow_0_basic.dot,1,1,Constant,1.,1.
903,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_getLowerBound_0_basic.dot,1,1,Constant,1.,1.
904,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_getLowerMargin_0_basic.dot,1,1,Constant,1.,1.
905,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_ValueAxis_getMinorTickCount_0_basic.dot,1,1,Constant,1.,1.
